Handshake_ID,P-521_Time_ms,P-521_Bytes_Total,2,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,5,mlkem1024_Time_ms,mlkem1024_Bytes_Total
290,6.82,3963.0,,14.31,16715.0,,4.16,9459.0
291,8.59,3963.0,,13.92,6733.0,,4.18,9457.0
292,8.12,3963.0,,14.49,9726.0,,4.21,6602.0
293,7.82,3963.0,,19.48,8716.0,,5.11,6602.0
294,1006.91,5402.0,,14.55,9725.0,,4.31,6601.0
295,7.55,3963.0,,14.88,6735.0,,6.16,-1.0
296,6.29,3963.0,,15.48,6735.0,,4.7,7496.0
297,6.51,5402.0,,14.11,-1.0,,4.21,6107.0
298,9.95,3963.0,,21.62,-1.0,,6.07,6602.0
299,1006.82,5402.0,,15.87,4299.0,,4.58,6602.0
300,,3963.0,,18.43,6734.0,,4.78,-1.0
301,3004.62,3963.0,,15.24,6735.0,,4.26,6601.0
302,7.38,5402.0,,16.4,6735.0,,4.25,6602.0
303,6.21,3963.0,,19.23,6734.0,,4.36,6602.0
304,8.39,3963.0,,14.03,6733.0,,4.22,6601.0
305,1008.59,5402.0,,14.79,6734.0,,4.29,6602.0
306,1006.16,3963.0,,13.92,8716.0,,5.72,9459.0
307,6.68,3963.0,,14.42,6734.0,,4.99,6602.0
308,6.85,3963.0,,18.37,6735.0,,4.27,6601.0
309,7.06,3963.0,,1016.67,8715.0,,4.98,9460.0
310,6.89,-1.0,,1016.23,4840.0,,5.29,6601.0
311,6.46,3963.0,,15.21,6735.0,,1135.74,6602.0
312,6.41,3963.0,,13.88,6734.0,,4.88,6602.0
313,6.66,3963.0,,1040.17,6735.0,,1014.06,6602.0
314,6.77,3963.0,,1209.93,8716.0,,4.49,8716.0
315,6.22,3963.0,,15.13,6734.0,,4.18,6602.0
316,6.8,3963.0,,14.2,6734.0,,4.12,6601.0
317,9.99,3963.0,,14.17,6734.0,,4.16,6602.0
318,6.44,3963.0,,15.86,6735.0,,4.38,6602.0
319,6.72,5402.0,,14.96,12715.0,,1012.72,6602.0
320,7.79,3963.0,,1016.12,6735.0,,4.28,6602.0
321,9.73,3963.0,,15.02,8715.0,,5.88,-1.0
322,6.58,5402.0,,16.98,6735.0,,4.27,6602.0
323,8.73,3963.0,,18.81,6734.0,,4.53,6602.0
324,5.99,5402.0,,18.5,6735.0,,4.24,6601.0
325,8.92,3963.0,,16.38,6735.0,,3019.41,6601.0
326,6.28,3963.0,,17.04,11706.0,,5.71,6602.0
327,6.0,5402.0,,15.55,4840.0,,4.9,8716.0
328,6.05,3963.0,,14.36,6735.0,,4.4,6602.0
329,6.21,3963.0,,14.95,6734.0,,4.89,-1.0
330,8.31,3963.0,,14.47,-1.0,,4.34,15111.0
331,6.96,3963.0,,1038.51,-1.0,,4.18,-1.0
332,6.39,3963.0,,1018.2,7496.0,,4.12,6601.0
333,6.09,3963.0,,16.76,6735.0,,4.14,6601.0
334,6.35,3963.0,,14.1,-1.0,,4.64,4839.0
335,6.09,3963.0,,13.8,-1.0,,4.4,-1.0
336,6.01,3963.0,,14.06,8716.0,,1012.39,6235.0
337,6.11,3963.0,,1015.17,6734.0,,1178.65,6601.0
338,8.51,3963.0,,14.81,6735.0,,5.01,6602.0
339,6.18,3963.0,,18.14,6735.0,,4.62,6601.0
340,6.41,3963.0,,14.84,6735.0,,1009.04,6602.0
341,6.04,3963.0,,16.54,6735.0,,1003.87,11574.0
342,6.49,3963.0,,14.85,15577.0,,4.42,12317.0
343,6.32,3963.0,,7021.58,-1.0,,5.22,6602.0
344,1005.38,3963.0,,21.76,12586.0,,4.65,9459.0
345,6.01,3963.0,,15.37,6735.0,,5.9,6600.0
346,6.06,3963.0,,20.35,6734.0,,5.99,6601.0
347,6.19,5402.0,,15.1,6734.0,,4.75,9458.0
348,1006.17,3963.0,,14.94,6734.0,,4.28,6601.0
349,3004.48,3963.0,,16.57,6735.0,,4.92,6601.0
350,6.02,5402.0,,1015.82,-1.0,,5.78,8715.0
351,5.76,3963.0,,16.79,11704.0,,4.34,6602.0
352,5.94,5402.0,,13.86,6735.0,,5.04,6602.0
353,1006.01,5402.0,,1017.18,6735.0,,5.88,6601.0
354,6.56,3963.0,,1038.14,6735.0,,5.33,6602.0
355,8.31,3963.0,,15.91,7831.0,,6.13,8716.0
356,6.37,3963.0,,14.56,6735.0,,1013.06,8715.0
357,5.96,3963.0,,17.6,6735.0,,4.32,6600.0
358,5.86,3963.0,,1040.34,6734.0,,4.68,6602.0
359,5.72,3963.0,,14.69,6734.0,,4.15,6601.0
360,5.89,3963.0,,15.25,8716.0,,5.05,6601.0
361,5.85,3963.0,,15.66,6733.0,,6.48,6601.0
362,3004.15,3963.0,,22.1,12587.0,,5.83,6600.0
363,6.14,5402.0,,17.46,14697.0,,1031.71,8715.0
364,6.57,3963.0,,15.12,9725.0,,5.33,6601.0
365,7.07,3963.0,,15.82,6733.0,,5.51,6601.0
366,6.52,5402.0,,25.22,6735.0,,4.71,6602.0
367,6.47,3963.0,,1018.16,6735.0,,6.08,6602.0
368,6.0,3963.0,,14.18,6735.0,,4.14,6602.0
369,7.63,3963.0,,14.01,6735.0,,1008.24,6601.0
370,6.02,3963.0,,15.22,6735.0,,4.87,11239.0
371,7.14,3963.0,,15.01,6735.0,,1017.23,6602.0
372,9.43,5402.0,,15.65,6735.0,,4.38,6602.0
373,7.45,3963.0,,1016.18,6734.0,,1048.98,9458.0
374,9.07,3963.0,,1039.25,6734.0,,3003.6,9460.0
375,6.34,-1.0,,21.26,5183.0,,4.44,6602.0
376,3004.91,3963.0,,18.35,6735.0,,4.29,6601.0
377,1005.66,3963.0,,1016.87,6734.0,,1031.59,6602.0
378,5.76,3963.0,,3013.59,-1.0,,2101.17,6601.0
379,5.96,5402.0,,14.19,12840.0,,6.18,15444.0
380,5.91,3963.0,,3052.16,6735.0,,4.16,6602.0
381,5.8,3963.0,,3015.6,6734.0,,4.18,6602.0
382,6.46,3963.0,,14.05,6735.0,,4.72,6600.0
383,1005.57,3963.0,,14.71,7830.0,,4.27,6602.0
384,5.75,3963.0,,14.2,6734.0,,1010.85,6602.0
385,3004.77,-1.0,,14.46,6105.0,,4.31,6601.0
386,5.95,3963.0,,15.43,-1.0,,5.61,8716.0
387,5.96,3963.0,,15.11,-1.0,,4.3,9190.0
388,5.92,3963.0,,1052.57,7496.0,,4.26,6602.0
389,5.97,3963.0,,15.51,6734.0,,6.88,6601.0
390,6.5,3963.0,,15.29,6735.0,,4.41,6602.0
391,5.98,3963.0,,1022.95,6735.0,,5.17,6600.0
392,5.94,-1.0,,13.88,6735.0,,4.07,8716.0
393,7.28,3963.0,,13.99,6734.0,,5.86,6602.0
394,6.99,6841.0,,13.77,4840.0,,4.48,8715.0
395,5.87,3963.0,,14.17,6735.0,,4.27,8714.0
396,5.92,3963.0,,14.37,6735.0,,4.21,6600.0
397,6.19,3963.0,,1016.72,8715.0,,1012.54,6601.0
398,5.79,3963.0,,1017.5,6735.0,,4.97,9460.0
399,6.43,3963.0,,13.84,6735.0,,4.71,6601.0
400,7.14,3963.0,,13.63,6735.0,,6.12,9459.0
401,6.29,3963.0,,14.35,4839.0,,4.24,8715.0
